Region,Sub Region,Country,Count,Rate,Year
Americas,South America,Colombia,21449,46.71143057,2010
Americas,South America,Ecuador,10884,72.8773078,2010
Americas,South America,Guyana,23,3.080813763,2010
Americas,South America,Paraguay,4757,76.6037717,2010
Americas,South America,Peru,15179,51.6755734,2010
Asia,Central Asia,Kazakhstan,2151,13.11667265,2010
Asia,Central Asia,Kyrgyzstan,765,14.10830791,2010
Asia,Central Asia,Tajikistan,46,0.601965811,2010
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,945,13.45153412,2010
Asia,Eastern Asia,Japan,98266,76.44073766,2010
Asia,Eastern Asia,Macao Special Administrative Region of China,410,76.35450091,2010
Asia,Eastern Asia,Mongolia,146,5.382190847,2010
Asia,Eastern Asia,Republic of Korea,7441,15.01628917,2010
Asia,South-Eastern Asia,Indonesia,35668,14.70699061,2010
Asia,South-Eastern Asia,Myanmar,1,0.001993784,2010
Asia,South-Eastern Asia,Philippines,8656,9.235369451,2010
Asia,South-Eastern Asia,Singapore,987,19.45114275,2010
Asia,South-Eastern Asia,Thailand,18607,27.68535934,2010
Asia,Southern Asia,India,147475,11.9802854,2010
Asia,Southern Asia,Maldives,618,169.5422086,2010
Asia,Southern Asia,Pakistan,35259,20.67246856,2010
Asia,Southern Asia,Sri Lanka,1693,8.381871532,2010
Asia,Western Asia,Armenia,60,2.085280319,2010
Asia,Western Asia,Azerbaijan,36,0.39856265,2010
Asia,Western Asia,Cyprus,1705,153.243688,2010
Asia,Western Asia,Israel,20333,273.8097531,2010
Asia,Western Asia,Jordan,2589,36.04649706,2010
Asia,Western Asia,Lebanon,9421,217.2168256,2010
Asia,Western Asia,Turkey,28359,39.20947049,2010
Europe,Eastern Europe,Belarus,932,9.838414596,2010
Europe,Eastern Europe,Bulgaria,3938,53.18322824,2010
Europe,Eastern Europe,Czech Republic,13109,124.4176553,2010
Europe,Eastern Europe,Hungary,6715,67.63807636,2010
Europe,Eastern Europe,Poland,16539,43.15639828,2010
Europe,Eastern Europe,Republic of Moldova,118,2.888983937,2010
Europe,Eastern Europe,Romania,2531,12.38237296,2010
Europe,Eastern Europe,Russian Federation,47587,33.24185391,2010
Europe,Eastern Europe,Slovakia,3354,62.06176052,2010
Europe,Eastern Europe,Ukraine,4278,9.342140976,2010
Europe,Northern Europe,Denmark,552,9.937272766,2010
Europe,Northern Europe,Estonia,870,65.31031408,2010
Europe,Northern Europe,Finland,10224,190.5407264,2010
Europe,Northern Europe,Iceland,53,16.54554082,2010
Europe,Northern Europe,Ireland,11410,246.5999039,2010
Europe,Northern Europe,Latvia,1441,68.00865376,2010
Europe,Northern Europe,Lithuania,2060,65.94525967,2010
Europe,Northern Europe,Norway,10858,222.2323193,2010
Europe,Northern Europe,Sweden,33759,359.5143346,2010
Europe,Northern Europe,United Kingdom (England and Wales),106162,190.621981,2010
Europe,Northern Europe,United Kingdom (Northern Ireland),2823,156.4133635,2010
Europe,Northern Europe,United Kingdom (Scotland),8716,165.6341454,2010
Europe,Southern Europe,Albania,627,21.32272298,2010
Europe,Southern Europe,Bosnia and Herzegovina,1628,43.73893765,2010
Europe,Southern Europe,Croatia,1382,31.93047935,2010
Europe,Southern Europe,Greece,27587,241.0185912,2010
Europe,Southern Europe,Holy See,0,0,2010
Europe,Southern Europe,Italy,197583,330.7946399,2010
Europe,Southern Europe,Kosovo under UNSCR 1244,339,19.09127771,2010
Europe,Southern Europe,Malta,372,89.39943765,2010
Europe,Southern Europe,Montenegro,40,6.407329986,2010
Europe,Southern Europe,Portugal,20310,190.6626734,2010
Europe,Southern Europe,Serbia,3282,36.34665808,2010
Europe,Southern Europe,Slovenia,534,26.11032443,2010
Europe,Southern Europe,Spain,65672,140.3588863,2010
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,527,25.44985148,2010
Europe,Western Europe,Austria,4402,52.34276688,2010
Europe,Western Europe,Belgium,19851,181.4742997,2010
Europe,Western Europe,France,195367,309.9747821,2010
Europe,Western Europe,Germany,76123,94.10124522,2010
Europe,Western Europe,Liechtenstein,3,8.332638947,2010
Europe,Western Europe,Luxembourg,418,82.30144776,2010
Europe,Western Europe,Netherlands,21730,130.2530007,2010
Europe,Western Europe,Switzerland,7961,101.6474652,2010
Oceania,Australia and New Zealand,Australia,47584,215.1169183,2010
Oceania,Australia and New Zealand,New Zealand,19991,457.453464,2010
Africa,Eastern Africa,Kenya,1269,2.986807279,2011
Africa,Eastern Africa,Madagascar,16,0.07358369,2011
Africa,Eastern Africa,Mauritius,504,40.2870291,2011
Africa,Eastern Africa,Uganda,495,1.410511669,2011
Africa,Eastern Africa,United Republic of Tanzania,3003,6.312682488,2011
Africa,Middle Africa,Cameroon,1150,5.60416642,2011
Africa,Middle Africa,Sao Tome and Principe,0,0,2011
Africa,Northern Africa,Algeria,2804,7.615517818,2011
Africa,Northern Africa,Egypt,20231,23.55247316,2011
Africa,Southern Africa,Botswana,327,15.94080744,2011
Americas,Caribbean,Bahamas,1330,362.8249056,2011
Americas,Caribbean,Barbados,91,32.43039048,2011
Americas,Caribbean,Grenada,0,0,2011
Americas,Caribbean,Puerto Rico,5853,157.891159,2011
Americas,Caribbean,St. Kitts and Nevis,3,5.768565166,2011
Americas,Caribbean,St. Vincent and the Grenadines,43,39.32651064,2011
Americas,Caribbean,Trinidad and Tobago,901,67.50135602,2011
Americas,Central America,Belize,92,27.94721621,2011
Americas,Central America,Costa Rica,5078,110.3799304,2011
Americas,Central America,El Salvador,1095,17.68250933,2011
Americas,Central America,Guatemala,11960,80.00578503,2011
Americas,Central America,Honduras,3200,38.3160113,2011
Americas,Central America,Mexico,230415,193.4796936,2011
Americas,Central America,Panama,324,8.738377823,2011
Americas,Northern America,Bermuda,659,1036.47316,2011
Americas,Northern America,Canada,82460,238.7472204,2011
Americas,Northern America,United States of America,716508,230.3503737,2011
Americas,South America,Bolivia (Plurinational State of),5938,58.91841546,2011
Americas,South America,Brazil,167109,84.1067923,2011
Americas,South America,Chile,34741,202.5317843,2011
Americas,South America,Colombia,30722,66.20172464,2011
Americas,South America,Ecuador,10952,72.16013594,2011
Americas,South America,Guyana,25,3.337338139,2011
Americas,South America,Paraguay,5119,81.33423094,2011
Americas,South America,Peru,15881,53.36359499,2011
Asia,Central Asia,Kazakhstan,2930,17.60036714,2011
Asia,Central Asia,Kyrgyzstan,254,4.612645805,2011
Asia,Central Asia,Tajikistan,48,0.614128879,2011
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,864,12.22788879,2011
Asia,Eastern Asia,Japan,94100,73.22649533,2011
Asia,Eastern Asia,Macao Special Administrative Region of China,495,90.09189373,2011
Asia,Eastern Asia,Mongolia,178,6.445734879,2011
Asia,Eastern Asia,Republic of Korea,10354,20.81429486,2011
Asia,South-Eastern Asia,Indonesia,39217,15.96084704,2011
Asia,South-Eastern Asia,Myanmar,10,0.019781208,2011
Asia,South-Eastern Asia,Philippines,8715,9.146923202,2011
Asia,South-Eastern Asia,Singapore,673,13.00227569,2011
Asia,South-Eastern Asia,Thailand,14545,21.53853398,2011
Asia,Southern Asia,India,151200,12.12280567,2011
Asia,Southern Asia,Maldives,802,213.791982,2011
Asia,Southern Asia,Pakistan,40103,23.02331959,2011
Asia,Southern Asia,Sri Lanka,1410,6.940678415,2011
Asia,Western Asia,Armenia,53,1.843105793,2011
Asia,Western Asia,Azerbaijan,31,0.338931942,2011
Asia,Western Asia,Cyprus,1783,158.5121373,2011
Asia,Western Asia,Israel,20974,277.1122509,2011
Asia,Western Asia,Jordan,4348,57.39977185,2011
Asia,Western Asia,Lebanon,10479,228.381856,2011
Asia,Western Asia,Turkey,27465,37.41343673,2011
Europe,Eastern Europe,Belarus,824,8.702540001,2011
Europe,Eastern Europe,Bulgaria,3234,43.96283794,2011
Europe,Eastern Europe,Czech Republic,12393,117.2611808,2011
Europe,Eastern Europe,Hungary,7051,71.23514528,2011
Europe,Eastern Europe,Poland,16575,43.25310645,2011
Europe,Eastern Europe,Republic of Moldova,97,2.378985659,2011
Europe,Eastern Europe,Romania,1881,9.269221204,2011
Europe,Eastern Europe,Russian Federation,50279,35.09535139,2011
Europe,Eastern Europe,Slovakia,2694,49.79808117,2011
Europe,Northern Europe,Denmark,456,8.167837599,2011
Europe,Northern Europe,Estonia,752,56.60736694,2011
Europe,Northern Europe,Finland,11038,204.8154453,2011
Europe,Northern Europe,Iceland,55,17.0058562,2011
Europe,Northern Europe,Ireland,10393,222.9023894,2011
Europe,Northern Europe,Lithuania,1807,58.67109801,2011
Europe,Northern Europe,Norway,9318,188.3339279,2011
Europe,Northern Europe,Sweden,33105,349.7293229,2011
Europe,Northern Europe,United Kingdom (England and Wales),92056,163.8854919,2011
Europe,Northern Europe,United Kingdom (Northern Ireland),2412,132.9425161,2011
Europe,Northern Europe,United Kingdom (Scotland),7060,133.2100606,2011
Europe,Southern Europe,Albania,611,20.87704786,2011
Europe,Southern Europe,Bosnia and Herzegovina,1091,29.57549273,2011
Europe,Southern Europe,Croatia,1315,30.48659621,2011
Europe,Southern Europe,Greece,32242,282.2599178,2011
Europe,Southern Europe,Holy See,0,0,2011
Europe,Southern Europe,Italy,198774,332.6208771,2011
Europe,Southern Europe,Kosovo under UNSCR 1244,434,24.23227247,2011
Europe,Southern Europe,Malta,364,87.0049502,2011
Europe,Southern Europe,Montenegro,48,7.674278058,2011
Europe,Southern Europe,Portugal,19500,183.5237117,2011
Europe,Southern Europe,Serbia,3370,37.47048227,2011
Europe,Southern Europe,Slovenia,528,25.71300006,2011
Europe,Southern Europe,Spain,51799,110.424114,2011
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,487,23.49951722,2011
Europe,Western Europe,Austria,4364,51.58475361,2011
Europe,Western Europe,Belgium,19375,175.9271223,2011
Europe,Western Europe,France,186824,294.9375593,2011
Europe,Western Europe,Germany,70841,87.52936653,2011
Europe,Western Europe,Liechtenstein,1,2.757555703,2011
Europe,Western Europe,Luxembourg,456,87.70225853,2011
Europe,Western Europe,Netherlands,21010,125.5302473,2011
Europe,Western Europe,Switzerland,8010,101.003465,2011
Oceania,Australia and New Zealand,Australia,49581,220.5580219,2011
Oceania,Australia and New Zealand,New Zealand,20724,469.0422815,2011
Africa,Eastern Africa,Kenya,1199,2.747062093,2012
Africa,Eastern Africa,Madagascar,16,0.071599345,2012
Africa,Eastern Africa,Uganda,926,2.550486691,2012
Africa,Eastern Africa,United Republic of Tanzania,3904,7.953874536,2012
Africa,Middle Africa,Cameroon,1332,6.318071349,2012
Africa,Northern Africa,Algeria,3778,10.05700737,2012
Africa,Northern Africa,Morocco,10221,30.66258084,2012
Africa,Western Africa,Cabo Verde,53,10.31170534,2012
Africa,Western Africa,Nigeria,1239,0.740597797,2012
Americas,Caribbean,Bahamas,1332,358.026981,2012
Americas,Caribbean,Barbados,68,24.14901362,2012
Americas,Caribbean,Dominican Republic,7930,78.08999552,2012
Americas,Caribbean,Grenada,0,0,2012
Americas,Caribbean,Jamaica,236,8.30695757,2012
Americas,Caribbean,Puerto Rico,5847,158.130624,2012
Americas,Caribbean,St. Vincent and the Grenadines,44,40.24586565,2012
Americas,Caribbean,Trinidad and Tobago,1063,79.23445946,2012
Americas,Central America,Belize,128,38.01592511,2012
Americas,Central America,Costa Rica,4335,93.14323948,2012
Americas,Central America,El Salvador,838,13.46997049,2012
Americas,Central America,Guatemala,11841,77.53884211,2012
Americas,Central America,Honduras,2123,24.95989135,2012
Americas,Central America,Mexico,208491,172.5514535,2012
Americas,Central America,Panama,274,7.262244967,2012
Americas,Northern America,Bermuda,620,981.338736,2012
Americas,Northern America,Canada,78068,223.6860258,2012
Americas,Northern America,United States of America,723186,230.8025033,2012
Americas,South America,Bolivia (Plurinational State of),5613,54.81978521,2012
Americas,South America,Brazil,185288,92.3848683,2012
Americas,South America,Chile,33014,190.7249246,2012
Americas,South America,Colombia,31875,67.99060823,2012
Americas,South America,Ecuador,12204,79.14568318,2012
Americas,South America,Guyana,48,6.373731727,2012
Americas,South America,Paraguay,4390,68.8172016,2012
Americas,South America,Peru,16357,54.2359443,2012
Americas,South America,Uruguay,17284,508.8352871,2012
Asia,Central Asia,Kazakhstan,4116,24.32454618,2012
Asia,Central Asia,Kyrgyzstan,290,5.184025764,2012
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,600,8.443094738,2012
Asia,Eastern Asia,Japan,81751,63.65592291,2012
Asia,Eastern Asia,Macao Special Administrative Region of China,494,87.81738251,2012
Asia,Eastern Asia,Mongolia,172,6.111804809,2012
Asia,Eastern Asia,Republic of Korea,6033,12.0775355,2012
Asia,South-Eastern Asia,Indonesia,41816,16.8014533,2012
Asia,South-Eastern Asia,Myanmar,25,0.049032574,2012
Asia,South-Eastern Asia,Philippines,6919,7.142809802,2012
Asia,South-Eastern Asia,Singapore,586,11.11752361,2012
Asia,South-Eastern Asia,Thailand,14612,21.53765185,2012
Asia,Southern Asia,India,154351,12.22034463,2012
Asia,Southern Asia,Maldives,1236,320.0389433,2012
Asia,Southern Asia,Pakistan,34663,19.4832788,2012
Asia,Southern Asia,Sri Lanka,1374,6.727196749,2012
Asia,Western Asia,Armenia,61,2.11664299,2012
Asia,Western Asia,Azerbaijan,40,0.431736194,2012
Asia,Western Asia,Cyprus,1749,154.0884991,2012
Asia,Western Asia,Jordan,4908,61.40700873,2012
Asia,Western Asia,Lebanon,13008,264.5836266,2012
Asia,Western Asia,Turkey,31013,41.58918508,2012
Asia,Western Asia,United Arab Emirates,1093,12.28027382,2012
Europe,Eastern Europe,Belarus,709,7.485432967,2012
Europe,Eastern Europe,Bulgaria,3082,42.15921382,2012
Europe,Eastern Europe,Czech Republic,11127,105.1030273,2012
Europe,Eastern Europe,Hungary,7740,78.42196366,2012
Europe,Eastern Europe,Poland,16230,42.35673168,2012
Europe,Eastern Europe,Republic of Moldova,116,2.847532086,2012
Europe,Eastern Europe,Romania,1627,8.065933429,2012
Europe,Eastern Europe,Russian Federation,52953,36.92147509,2012
Europe,Eastern Europe,Slovakia,2546,46.99957726,2012
Europe,Northern Europe,Denmark,335,5.970777057,2012
Europe,Northern Europe,Estonia,620,46.79478374,2012
Europe,Northern Europe,Finland,7967,147.1832521,2012
Europe,Northern Europe,Iceland,45,13.82378059,2012
Europe,Northern Europe,Ireland,8448,180.5854792,2012
Europe,Northern Europe,Latvia,910,44.03849448,2012
Europe,Northern Europe,Lithuania,1724,56.76194816,2012
Europe,Northern Europe,Norway,7953,158.6789484,2012
Europe,Northern Europe,Sweden,27534,288.5889151,2012
Europe,Northern Europe,United Kingdom (England and Wales),79820,141.1050202,2012
Europe,Northern Europe,United Kingdom (Northern Ireland),2101,115.2095212,2012
Europe,Northern Europe,United Kingdom (Scotland),5731,107.8553147,2012
Europe,Southern Europe,Albania,677,23.18462185,2012
Europe,Southern Europe,Bosnia and Herzegovina,1328,36.40151307,2012
Europe,Southern Europe,Croatia,1142,26.57961339,2012
Europe,Southern Europe,Greece,31166,273.9083851,2012
Europe,Southern Europe,Holy See,0,0,2012
Europe,Southern Europe,Italy,196589,329.1082906,2012
Europe,Southern Europe,Kosovo under UNSCR 1244,316,17.5049856,2012
Europe,Southern Europe,Malta,306,72.72053214,2012
Europe,Southern Europe,Montenegro,43,6.864776671,2012
Europe,Southern Europe,Portugal,15900,150.2576919,2012
Europe,Southern Europe,Serbia,2761,30.82510809,2012
Europe,Southern Europe,Slovenia,539,26.1600959,2012
Europe,Southern Europe,Spain,47125,100.5710858,2012
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,371,17.88782837,2012
Europe,Western Europe,Austria,3805,44.67248086,2012
Europe,Western Europe,Belgium,17212,155.2932048,2012
Europe,Western Europe,France,178333,280.222118,2012
Europe,Western Europe,Germany,64017,78.96876613,2012
Europe,Western Europe,Liechtenstein,6,16.41811465,2012
Europe,Western Europe,Luxembourg,372,69.87398265,2012
Europe,Western Europe,Netherlands,20135,119.9290373,2012
Europe,Western Europe,Switzerland,8129,101.2118277,2012
Oceania,Australia and New Zealand,Australia,52324,229.2715196,2012
Oceania,Australia and New Zealand,New Zealand,17807,398.5681361,2012
Africa,Eastern Africa,Kenya,93,0.20746495,2013
Africa,Eastern Africa,Madagascar,31,0.135010683,2013
Africa,Eastern Africa,Uganda,623,1.658956557,2013
Africa,Eastern Africa,United Republic of Tanzania,5159,10.18828379,2013
Africa,Middle Africa,Cameroon,1989,9.184642484,2013
Africa,Northern Africa,Algeria,4219,11.00458593,2013
Africa,Northern Africa,Morocco,3072,9.082101935,2013
Africa,Western Africa,Cabo Verde,83,15.95828543,2013
Africa,Western Africa,Nigeria,2043,1.188970661,2013
Americas,Caribbean,Barbados,59,20.88429041,2013
Americas,Caribbean,Dominican Republic,8589,83.54005176,2013
Americas,Caribbean,Jamaica,576,20.19772025,2013
Americas,Caribbean,Puerto Rico,5530,149.9163803,2013
Americas,Caribbean,Trinidad and Tobago,1047,77.65633622,2013
Americas,Central America,Belize,78,22.66249444,2013
Americas,Central America,Costa Rica,4219,89.64387012,2013
Americas,Central America,El Salvador,1082,17.30984804,2013
Americas,Central America,Guatemala,2475,15.86923596,2013
Americas,Central America,Honduras,150,1.732544756,2013
Americas,Central America,Mexico,115806,94.50776041,2013
Americas,Central America,Panama,220,5.731462237,2013
Americas,Northern America,Bermuda,648,1032.323844,2013
Americas,Northern America,Canada,72512,205.6757393,2013
Americas,Northern America,United States of America,700300,221.9393349,2013
Americas,South America,Brazil,228936,113.1058482,2013
Americas,South America,Chile,31230,178.835436,2013
Americas,South America,Colombia,32134,67.87489787,2013
Americas,South America,Ecuador,13744,87.75633723,2013
Americas,South America,Guyana,77,10.15722594,2013
Americas,South America,Paraguay,4425,68.4376421,2013
Americas,South America,Peru,18927,61.92231846,2013
Americas,South America,Uruguay,16341,479.4887331,2013
Asia,Central Asia,Kazakhstan,4461,25.92510823,2013
Asia,Central Asia,Kyrgyzstan,300,5.278151549,2013
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,588,8.225420157,2013
Asia,Eastern Asia,Japan,72971,56.86956543,2013
Asia,Eastern Asia,Macao Special Administrative Region of China,364,63.21189356,2013
Asia,Eastern Asia,Mongolia,135,4.705296805,2013
Asia,Eastern Asia,Republic of Korea,7044,14.04047524,2013
Asia,South-Eastern Asia,Indonesia,42508,16.86609464,2013
Asia,South-Eastern Asia,Myanmar,978,1.900941289,2013
Asia,South-Eastern Asia,Philippines,12341,12.53134715,2013
Asia,South-Eastern Asia,Singapore,404,7.536136614,2013
Asia,South-Eastern Asia,Thailand,12380,18.16765947,2013
Asia,Southern Asia,India,165690,12.95908788,2013
Asia,Southern Asia,Maldives,890,223.9574028,2013
Asia,Southern Asia,Pakistan,33949,18.68279962,2013
Asia,Southern Asia,Sri Lanka,1326,6.45971135,2013
Asia,Western Asia,Armenia,51,1.762565798,2013
Asia,Western Asia,Azerbaijan,44,0.468818608,2013
Asia,Western Asia,Cyprus,1317,115.1328442,2013
Asia,Western Asia,Lebanon,13152,249.2749382,2013
Asia,Western Asia,United Arab Emirates,927,10.29283733,2013
Europe,Eastern Europe,Belarus,620,6.540841967,2013
Europe,Eastern Europe,Bulgaria,3583,49.31090657,2013
Europe,Eastern Europe,Czech Republic,21497,202.9075327,2013
Europe,Eastern Europe,Hungary,5692,57.83555417,2013
Europe,Eastern Europe,Poland,18234,47.59661004,2013
Europe,Eastern Europe,Republic of Moldova,195,4.788843909,2013
Europe,Eastern Europe,Romania,2892,14.41085825,2013
Europe,Eastern Europe,Russian Federation,51654,35.97144597,2013
Europe,Eastern Europe,Slovakia,2431,44.80998612,2013
Europe,Northern Europe,Denmark,288,5.108360204,2013
Europe,Northern Europe,Estonia,547,41.39047792,2013
Europe,Northern Europe,Finland,7214,132.6928369,2013
Europe,Northern Europe,Iceland,31,9.479281654,2013
Europe,Northern Europe,Ireland,7368,157.3697551,2013
Europe,Northern Europe,Latvia,1347,66.0040455,2013
Europe,Northern Europe,Lithuania,1504,50.17792478,2013
Europe,Northern Europe,Norway,6634,130.6651178,2013
Europe,Northern Europe,Sweden,27724,288.3337266,2013
Europe,Northern Europe,United Kingdom (England and Wales),75308,132.2394064,2013
Europe,Northern Europe,United Kingdom (Northern Ireland),2121,115.9190589,2013
Europe,Northern Europe,United Kingdom (Scotland),5976,112.168478,2013
Europe,Southern Europe,Albania,572,19.59589966,2013
Europe,Southern Europe,Bosnia and Herzegovina,1376,38.16922002,2013
Europe,Southern Europe,Croatia,866,20.24402229,2013
Europe,Southern Europe,Greece,28877.59915,255.0731731,2013
Europe,Southern Europe,Holy See,0,0,2013
Europe,Southern Europe,Italy,183486,307.511564,2013
Europe,Southern Europe,Kosovo under UNSCR 1244,386,21.16112055,2013
Europe,Southern Europe,Malta,325,76.78749474,2013
Europe,Southern Europe,Montenegro,39,6.219163315,2013
Europe,Southern Europe,Portugal,14799,140.5723619,2013
Europe,Southern Europe,Serbia,2219,24.87608202,2013
Europe,Southern Europe,Slovenia,621,30.05635203,2013
Europe,Southern Europe,Spain,41499,88.86761154,2013
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,507,24.4250361,2013
Europe,Western Europe,Austria,11478,133.810815,2013
Europe,Western Europe,Belgium,15794,141.6310183,2013
Europe,Western Europe,France,173232,271.0141191,2013
Europe,Western Europe,Germany,59528,73.25158208,2013
Europe,Western Europe,Liechtenstein,5,13.57441494,2013
Europe,Western Europe,Luxembourg,367,67.37394005,2013
Europe,Western Europe,Netherlands,38458,228.3770037,2013
